text,cat,topic,cluster,level
bolivia said convention new constitution say must “protect native ancestral coca” part cultural heritage say coca “in natural state … dangerous drug”,ele,Bolivia,1.0,0
south american indian chewed coca leaf hundred year leaf give energy medicinal quality people support bolivia’s position said defending right indigenous people right thing “the bolivian move important” said danny kushlick transform drug policy foundation “it show country doesn’t want continue war drug change relation un conventions”,ele,Bolivia,1.0,0
un’s international narcotic control board incb check global drug agreement say bolivia may harm international drug control many country – including uk u italy sweden netherlands russia – want give bolivia asking,ele,Bolivia,1.0,0
uk told un “respects cultural importance coca leaf bolivia” add “the united kingdom worried exemption could lead coca production – importantly – coca reaching cocaine trade exemption would make difficult control illegal drug trade”,ele,Bolivia,1.0,0
right indigenous people south america’s andean region chew coca leaf removed bolivia dictatorship signed convention,ele,Bolivia,1.0,0
bolivia told un want part convention part convention exemption indigenous people continue chewing coca leaf,ele,Bolivia,1.0,0
exemption first history un drugcontrol agreement led worry country may also ask exemption russian government say exemption lead illegal cocaine warns “it also set dangerous example could used state creating liberal drugcontrol regime”,ele,Bolivia,1.0,0
british parliament recommended uk government support bolivia’s request say important country stay convention bolivia’s return could blocked third country signed convention opposed exemption people believe u uk telling country block bolivia’s request,ele,Bolivia,1.0,0
nancie prud’homme international centre human right drug policy said people wrong oppose bolivia’s request “these objection completely legal” said added world become normal support cultural indigenous right support bolivia’s effort,ele,Bolivia,1.0,0
decision ban coca chewing based report people say report use evidence legal grow coca leaf bolivia result cocaine production decreased country expert see bolivia model country,ele,Bolivia,1.0,0
time men’s life day seem darker death certain thing want spend money sportscar,ele,Midlife crisis,1.0,0
radical change lifestyle normal midlife crisis midlife crisis real human may animal get,ele,Midlife crisis,1.0,0
international team scientist say found evidence chimpanzee orangutan le happy middle year say ape equivalent midlife crisis,ele,Midlife crisis,1.0,0
study say midlife crisis may come biology human share ape,ele,Midlife crisis,1.0,0
alex wei psychologist edinburgh university told guardian people agree level wellbeing reduces middle age,ele,Midlife crisis,1.0,0
said study asked it’s possible midlife crisis something human,ele,Midlife crisis,1.0,0
team u japan germany uk asked zookeepers others worked male female ape various age complete questionnaire animal,ele,Midlife crisis,1.0,0
questionnaire included question ape’s mood enjoyment got ape people success thing final question asked keeper would like ape one week,ele,Midlife crisis,1.0,0
ape included study three separate group first two group chimpanzee third orangutan sumatra borneo animal came zoo sanctuary research centre u australia japan canada singapore,ele,Midlife crisis,1.0,0
researcher analyzed questionnaire found wellbeing ape decreased middle age increased animal became old captivity great ape often live animal felt unhappy average year old chimpanzee year old orangutan,ele,Midlife crisis,1.0,0
“in three group find chimpanzee orangutan unhappy age roughly equal midlife humans” wei said,ele,Midlife crisis,1.0,0
robin dunbar professor evolutionary psychology oxford university sceptical study “it’s hard see anything ape’s life would give sense wellbeing long time”,ele,Midlife crisis,1.0,0
alexandra freund professor psychology university zurich also sceptical said “in opinion evidence midlife crisis”,ele,Midlife crisis,1.0,0
wei belief study could give u deeper understanding emotional crisis men may experience “if want find what’s going midlife crisis look similar middleaged human chimp orangutans” said,ele,Midlife crisis,1.0,0
every morning india’s capital get hot old friend meet dry grass far india gate monument centre delhi stretch breathe meditate,ele,Changing India,1.0,0
“it healthy way start day much better egg sandwich cup tea” said arvind singh breathing exercise,ele,Changing India,1.0,0
singh yearold salesman friend alone across india see people yoga together,ele,Changing India,1.0,0
june – new international day yoga – narendra modi india’s prime minister hope world join grass near india gate people take part minute class hope biggest yoga session ever,ele,Changing India,1.0,0
participant include yearold modi government celebrity,ele,Changing India,1.0,0
modi want encourage indian others stretch modi bharatiya janata party indian election may told school make sure student attended yoga event international day yoga,ele,Changing India,1.0,0
everybody india know police officer shape india want introduce compulsory yoga three million civil servant family get free daily yoga lesson air india national airline also said introduce yoga trainee pilot,ele,Changing India,1.0,0
modi vegetarian yoga practitioner suggested international yoga day spoke united nation visit new york,ele,Changing India,1.0,0
modi said yoga gift india’s ancient tradition said yoga bring together mind body thought action create harmony man nature added “it exercise – feeling harmony world nature”,ele,Changing India,1.0,0
yoga year old connected local religious tradition including buddhism jainism well hinduism practised indian ancient india yoga part daily life,ele,Changing India,1.0,0
modi criticized creating view indian culture doesn’t give tradition fair place,ele,Changing India,1.0,0
suneel singh guru south delhi said yoga belong one religion “is t’ai chi chinese football english yoga – yoga everybody cheap way stay healthy”,ele,Changing India,1.0,0
dangerous police enter old part city srinagar india violent separatist fighting independent kashmir killed people,ele,Kashmir,1.0,0
thing change quickly street full tourist mosque young people threw stone security force soon part official walking tour visitor take photo beautiful garden lake winter nearby ski resort full rich russian,ele,Kashmir,1.0,0
tourist came visit kashmir valley others scared antiindian fighting – almost people died fighting far almost one million people visited area – includes outside india fewer briton visited – mainly uk government’s advice area dangerous visit,ele,Kashmir,1.0,0
omar abdullah chief minister jammu kashmir asked british government change advice haven’t changed “it’s frustrating” say abdullah “today travel advice people’s insurance isn’t valid visit here” last time foreign tourist murdered kashmir islamist group kidnapped six westerner killed five,ele,Kashmir,1.0,0
“british citizen killed recently country mean many british citizen killed stop people visiting new york you’ve lost spain bali” said abdullah “we’ve lost indian london still possibility alqaida could something stupid haven’t stopped indian travelling london reason say kashmir even srinagar dangerous destination”,ele,Kashmir,1.0,0
germany changed guideline traveller region “foreigners usually direct targets” new guideline said le year fighting national holiday august celebrated year indian independence – past dangerous day many people state feel part india trouble independence celebration wednesday,ele,Kashmir,1.0,0
abdullah say tourist safe kashmir careful word go trekking near border separate indian pakistani part kashmir,ele,Kashmir,1.0,0
visitor may feel right fun place local people high level anxiety lot mental health problem local people srinagar like tourism amjid gulzar said abdullah encourage foreign visitor “without tourism economy chaos” said,ele,Kashmir,1.0,0
“we need better road reliable electricity need thing tourist evening – don’t even one cinema city” said tourist feel welcome june local islamic group wrote “dress code” foreign tourist abdullah say “nobody want tourist come cover face sensitive cultural identity dress appropriately think that’s common sense”,ele,Kashmir,1.0,0
abdullah said tourism would help economy kashmir’s economy weak twenty year fighting state receives £ million year tax pay £ million salary public employee clear need find money pleased see tourist back “i’m saying one million tourist show everything normal again” said “but give satisfaction people come nice time go back”,ele,Kashmir,1.0,0
report world health organization say woman around world experience physical sexual violence lifetime usually male partner report say woman attacked partner also say large percentage murder woman – – done partner,ele,Violence,1.0,0
highest level violence woman africa nearly half woman – – experience physical sexual violence poor middleincome europe percentage richer country always safer woman – third woman rich country experience violence woman experience violence injury doctor nurse may notice report say injury often first opportunity discover violence home offer woman help violence big effect women’s health come hospital broken bone others problem related pregnancy mental illness,ele,Violence,1.0,0
two report – one report violence report tell doctor nurse help woman dr claudia garciamoreno professor charlotte watt london school hygiene tropical medicine wrote report,ele,Violence,1.0,0
“for first time compared data world partner violence sexual violence nonpartners effect sort violence health” said garciamoreno included hiv sexually transmitted infection depression alcoholism unwanted pregnancy baby born small,ele,Violence,1.0,0
difference level violence woman different region world said garciamoreno “it high” everywhere data country show even rich country woman experience physical andor sexual violence partner life global figure woman attacked partner,ele,Violence,1.0,0
woman report sexual assault rape acquaintance stranger rich country elsewhere report say woman wealthy country sexually attacked nonpartner life percentage africa,ele,Violence,1.0,0
report say previous research show bettereducated woman working woman le likely experience violence region need change attitude said watt “in society certain form violence woman acceptable” asked “in society violence woman ok – society ok”,ele,Violence,1.0,0
garciamoreno said percentage show must pay attention question past ten year people see problem said “it complex problem don’t vaccine pill”,ele,Violence,1.0,0
recommends teaching doctor nurse recognize sign domestic violence sexual assault recommend asking every woman arrives clinic victim violence,ele,Violence,1.0,0
“if woman come back several time injury doesn’t mention ask domestic violence” said garciamoreno,ele,Violence,1.0,0
according new survey tiger nepal time since number big cat decreasing south asia year conservationist hope save,ele,Nepal,1.0,0
number wild royal bengal tiger nepal increased – increase five year – survey showed “this good news” said maheshwar dhakal ecologist nepal’s department national park wildlife conservation,ele,Nepal,1.0,0
survey looked picture camera five protected area three wildlife corridor conservationist wildlife expert worked survey cost £ dhakal said similar survey india result country published later “it take month india big cat several huge protected area finish survey” added nepal say double population tiger year,ele,Nepal,1.0,0
rich people want tiger skin tiger body part used traditional chinese medicine international gang pay poor local nepali people large amount money kill cat skin bone taken border india big dealer,ele,Nepal,1.0,0
one big problem senior official help mafia involved illegal buying selling conservation expert believe tiger number increased police controlling national park better better management tiger habitat nepal forest cover land say nepal must protect habitat animal tiger eat big cat enough space move around food eat,ele,Nepal,1.0,0
number tiger increased attack villager increased seven people killed attack tiger around national park compared four park official said villager also want better protection “the government making conservation plan tiger also make plan protect people tigers” krishna bhurtel village leader told nepali newspaper recently tiger captured killed two people including villager pulled bed may,ele,Nepal,1.0,0
thousand tiger used lived forest bangladesh india nepal number decreased decrease one hundred year chitwan national park central nepal adult tiger followed bardiya national park shukla phanta wildlife reserve,ele,Nepal,1.0,0
tiger skin popular tibet rich people use festival costume nepal king used stand tiger skin special occasion rich nepali tiger head wall living room tiger bone high demand use traditional chinese medicine people make lot money selling tiger skin bone illegally,ele,Nepal,1.0,0
people went onto street brazil show anger violent police poor public service high cost world cup,ele,Brazil,1.0,0
demonstration rio de janeiro são paulo brasilia belem belo horizonte salvador started peacefully clash police people set fire car bus,ele,Brazil,1.0,0
people complained police used rubber bullet tear gas violent beating happening start football confederation cup rally brought together people angry high cost poor quality public service large amount money spent international sporting event low standard health care inequality corruption,ele,Brazil,1.0,0
demonstration peaceful several police hurt least one car burned window broken,ele,Brazil,1.0,0
people demonstrating different reason “we hate government nothing us” said oscar josé santos year old,ele,Brazil,1.0,0
“i’m architect unemployed six month must something wrong country” said nadia al husin,ele,Brazil,1.0,0
smaller rally brasilia demonstrator entered highsecurity area national congress several climbed onto roof,ele,Brazil,1.0,0
belo horizonte police clashed protester tried get football stadium confederation cup match nigeria tahiti,ele,Brazil,1.0,0
porto alegre demonstrator set fire bus curitiba protester tried enter office state governor also rally belem salvador place,ele,Brazil,1.0,0
são paulo large group people march peaceful,ele,Brazil,1.0,0
protester young many first experience giant rally “my generation never experienced this” said thiago firbida student “since dictatorship brazilian never demonstrated like believe reason brazil problem constant rise price people finally reacting”,ele,Brazil,1.0,0
brazil’s demonstration given special name – “vinegar revolution” police arrested people carrying vinegar stop effect tear gas “cent revolution” bus price rise passe livre demand free public transport,ele,Brazil,1.0,0
said protest feel brazilian liberating “our politician need see strength one people brazilian usually nice enjoy partying protesting something changing” said deli borsar yearold yoga teacher,ele,Brazil,1.0,0
people heard cost new improved stadium news confederation cup football tournament one reason protest saturday’s match brasilia group demonstrator dispersed riot police frightened japanese supporter ran area holding child heard shot – perhaps rubber bullet tear gas,ele,Brazil,1.0,0
another protest march near rio’s maracana stadium also heavy police response,ele,Brazil,1.0,0
president dilma rousseff “believes peaceful protest correct proper democracy natural young people demonstrate”,ele,Brazil,1.0,0
people booed president opening ceremony confederation cup serious political problem brazil host world cup also election,ele,Brazil,1.0,0
europe trying reduce air pollution europe become first part world force car maker use realworld emission test new regulation introduce test demonstrate clearly cars’ emission like driving road traffic ideal condition similar laboratory,ele,EU Pollution,1.0,0
european commission approved test test make sure car meet limit mg nitrogen oxide per kilometre present one car meet limit country china korea also considering realworld emission test watch happens next closely,ele,EU Pollution,1.0,0
uk people die every year pollution pollutant diesel engine nitrogen oxide carbon monoxide responsible least one quarter death,ele,EU Pollution,1.0,0
current laboratory test measuring emission year old need change car maker cheat test car using various technique example tape door window reduce air resistance drive really smooth road test high temperature,ele,EU Pollution,1.0,0
“the commission introduce new emission test properly check car real driving” said lucia caudet commission spokesperson,ele,EU Pollution,1.0,0
“one key reason air pollution kill european citizen year car maker cheat test diesel car – cause much pollution road” said greg archer clean vehicle manager transport environment “the development new realworld driving emission test important step towards reducing air pollution city european union eu state support commission’s idea ignore complaint car maker say rule tough”,ele,EU Pollution,1.0,0
