text,cat,topic,cluster,level
mysłajek say need save forest control wild animal population save europe’s wild carnivore especially unpopular wolf “natural predator balance ecosystem reduce number herbivore allows tree grow tall bird nest in”,ele,On the trail,0.0,0
ban wolf hunting western carpathian mountain became law whole poland wolf pack nearly country’s major forest wolf exist together human,ele,On the trail,0.0,0
polish government pay compensation farmer wolf kill farm animal mysłajek tell farmer put electric fence also tell use two thing wolf find scary string small red flag keep wolf away sheep tatra mountain sheepdog,ele,On the trail,0.0,0
poland didn’t many big road recently helped wolf communist left power poland one motorway big road project began poland joined european union consider wild animal,ele,On the trail,0.0,0
way people think wolf also changed “for many year hunting part life poland fewer wolf poland”,ele,On the trail,0.0,0
mysłajek say polish wolf much safer completely safe pack go neighbouring country – russia lithuania belarus ukraine slovakia – still hunting,ele,On the trail,0.0,0
say poland’s new government doesn’t like wolf “the environment minister jan szyszko hunter hunter poland lot influence,ele,On the trail,0.0,0
“it’s easy defend wolf can’t say politician wolf big tourist attraction tourist want see animal wolf stay away human strong sense smell”,ele,On the trail,0.0,0
government europe dream finding magic solution rising unemployment poorest part eu unemployment continues rise,ele,Novel way,0.0,0
sardinia italy mayor think found answer town’s unemployment problem valter piscedda mayor elmas small town near sardinia’s capital cagliari want pay resident leave town pay ten unemployed local people take english lesson get cheap flight look job part europe,ele,Novel way,0.0,0
“this idea come common sense experience ” told guardian “in past year half – especially past month – seen young people almost every day lost hope find work ask help finding work others tried everything want go gain work experience abroad life experience too”,ele,Novel way,0.0,0
decided help people want gain experience abroad,ele,Novel way,0.0,0
sardinia also much southern central italy struggling high unemployment unemployment second quarter according italy’s national institute statistic people work,ele,Novel way,0.0,0
adesso parto i’m leaving programme elmas give € first ten applicant aged applicant must work lived town three year university educated must earn €,ele,Novel way,0.0,0
idea helping people leave sensitive time many italian – many clever young graduate – leaving country every year piscedda belief people sending away might return “and give back time gave them” importantly want scheme help people need,ele,Novel way,0.0,0
elmas scheme got mixed reaction “there little work here” said alessandro macis “the opportunity go abroad learn workplace experience culture worthwhile son friend mine didn’t study much london he’s well started waiter he’s cook he’s learning english”,ele,Novel way,0.0,0
others sure “i heard thought strange money pay people go away don’t use money keep here” said consuelo melis work local café,ele,Novel way,0.0,0
piscedda say “the work create mayor temporary ask someone clean piazza ask clean ask someone clean street temporary thing give nothing little bit money months”,ele,Novel way,0.0,0
chemist waited long time find new element researcher japan russia u discovered four four new element added periodic table first element added since element included new element radioactive complete seventh row periodic table,ele,Four new elements,0.0,0
international union pure applied chemistry iupac global organization control chemical name iupac confirmed new element december scientist found must think formal name element atomic number atomic number number proton element’s atomic nucleus,ele,Four new elements,0.0,0
iupac said russianamerican team scientist joint institute nuclear research dubna lawrence livermore national laboratory california discovered element organization said team scientist riken institute japan discovered element decision mean japan becomes first asian country name element iupac rule new element named mythological concept mineral place country scientist,ele,Four new elements,0.0,0
scientist chose formal name flerovium element flerov lab dubna’s joint institute research chose formal name livermorium element lawrence livermore lab u,ele,Four new elements,0.0,0
element discovered kosuke morita led research riken said team planned “look element beyond” jan reedijk iupac said “chemists want see periodic table finally completed seventh row”,ele,Four new elements,0.0,0
japanese team considering three name element japonium rikenium nishinarium nishina center acceleratorbased science found element polly arnold professor chemistry edinburgh university said “this difficult slow work work help u understand radioactive decay understand better hopefully find better way deal nuclear waste thing important real world build equipment make discovery also lead fantastic improvement technology”,ele,Four new elements,0.0,0
scientist must find new name element also must suggest twoletter symbol element iupac received researchers’ suggestion tell public people comment name allows scientist others find problem name someone suggested symbol cp copernicium element changed cn scientist complained cp already symbol another substance,ele,Four new elements,0.0,0
discover element researcher three lab crashed lighter nucleus one another looked radioactive decay come new element probably metal could metalloid – material metallic characteristic fourth element may gas,ele,Four new elements,0.0,0
paul karol chair iupac panel checked element said “it long time find practical u new elements”,ele,Four new elements,0.0,0
cathal redmond swimming greek coast took photo colourful fish first underwater camera sure would great looked photo later brown murky photo bad holding breath underwater didn’t enough time take picture thought needed little time photograph fish natural environment,ele,The lightweight,0.0,0
help problem invented express dive refillable air storage device hold mouth let swim underwater two minute somewhere snorkelling limited scuba diving give people freedom breathe underwater need heavy expensive gear prototype invention look like combination scuba mouthpiece water bottle,ele,The lightweight,0.0,0
“i wanted let people – get underwater spend second holding breath” say redmond irish designer completed scubadiving course loved feeling able breathe underwater watch fish natural environment equipment needed le enjoyable,ele,The lightweight,0.0,0
“i didn’t like kg equipment getting water quite strange used trying stay surface surreal experience” say “the real problem scuba diving limit allows stay underwater longer take lot planning kg kg gear – can’t walk beach decide want go planning big part it”,ele,The lightweight,0.0,0
finalyear project degree redmond produced express dive device two main part surface device take air vent mouthpiece air compressed stored tank light flash green full finished taking air vent close person dive air fed back mouthpiece light turn green red air start run device take enough air two minute diving take approximately amount time refill,ele,The lightweight,0.0,0
redmond say mouthpiece feel similar snorkel tested prototype part redmond say shown motor compress two minute air device person hold device mouth,ele,The lightweight,0.0,0
yet done test device diver completely underwater two minute enough testing redmond sure device work well dangerous swimmer underwater device probably cost £ say probably weigh kg kg,ele,The lightweight,0.0,0
perhaps people think two minute air enough much better snorkelling redmond say two minute make difference underwater typical swimmer hold breath second underwater “two minute lot time lot longer that” say,ele,The lightweight,0.0,0
long time ago cinema audience taken galaxy far far away,ele,Star Wars,0.0,0
seventh film interest star war slowing news new film han solo reappearance darth vader,ele,Star Wars,0.0,0
“fans around world always waiting new poster art new trailer information” said paul dergarabedian senior medium analyst “i don’t think movie franchise could cause much excitement”,ele,Star Wars,0.0,0
latest star war mania started disney bought lucasfilm star war creator george lucas disney paid billion lucasfilm announced would three star war film – vii viii ix – plus plan spinoff movie,ele,Star Wars,0.0,0
announced detail second spinoff story han solo character played harrison ford first three film second new film released may,ele,Star Wars,0.0,0
release episode vii december directed jj abrams called star war force awakens episode viii come spinoff called rogue one arrive cinema,ele,Star Wars,0.0,0
lot people interested rumour darth vader villain original film reappear rogue one interest show power star war,ele,Star Wars,0.0,0
lucasfilmdisney creating cinema “universe” around star war many different character story thing successful film produced marvel studio disney also bought,ele,Star Wars,0.0,0
disney know lot marketing dergarabedian say decision make six existing star war film available streaming service “a brilliant way make people excited new film”,ele,Star Wars,0.0,0
much enthusiasm star war least twenty year shown huge number novel comic book video game merchandising lucasfilm created,ele,Star Wars,0.0,0
michael rosser news editor magazine screen international say make star war top film franchise “the great thing first star war film created huge universe character stories” said,ele,Star Wars,0.0,0
“for year people wondered different part story fit together new film go back han solo luke skywalker reconnect first star war film prequels that”,ele,Star Wars,0.0,0
rosser talking three film lucas directed phantom menace attack clone revenge sith life luke skywalker ’s father anakin becomes darth vader got quite bad review made billion,ele,Star Wars,0.0,0
“it show power star war – prequels disappointing still made lot money” said rosser,ele,Star Wars,0.0,0
“the movie studio want continue franchise make sure new film good quality also want people go cinema time lot people watching film home don’t want watch star war iphone”,ele,Star Wars,0.0,0
dergarabedian expects big business force awakens open cinema december “it make least billion dollar star war ultimate movie franchise”,ele,Star Wars,0.0,0
felix baumgartner stood edge space new mexico paused moment small step away capsule mile drop back earth “our guardian angel take care you” said mission control baumgartner jumped,ele,Royal Baby,0.0,0
ten frightening minute later austrian landed back earth fell speed mile per hour broke three world record became world’s first supersonic skydiver broke sound barrier “we love felix” shouted team control room,ele,Royal Baby,0.0,0
wearing special suit protect big pressure change jump without suit man’s blood would boil lung would explode baumgartner later said could think getting back alive also said “sometimes go really high see small are”,ele,Royal Baby,0.0,0
two record highest altitude manned balloon flight highest altitude skydive jump sunny morning good weather baumgartner went clear sky enormous balloon – million square cubic foot skin onetenth thickness sandwich bag bottom balloon capsule baumgartner sat suit,ele,Royal Baby,0.0,0
correct height baumgartner went checklist thing helper joe kittinger kittinger held record highest altitude manned balloon flight baumgartner baumgartner problem visor “this serious joe” told kitttinger “i can’t see breathe out” decided continue record million people watched live youtube,ele,Royal Baby,0.0,0
ascent sky slowly turned black took two half hour descent much quicker,ele,Royal Baby,0.0,0
three camera attached baumgartner’s suit recorded freefall four minute parachute opening,ele,Royal Baby,0.0,0
baumgartner done lot dangerous thing parachuted building mountain foot deep cave two practice freefalls prepare jump – one foot second foot nothing compare jump town roswell place famous ufo sighting,ele,Royal Baby,0.0,0
trying break five different record first human ever break sound barrier freefall highest freefall altitude jump highest manned balloon flight longest freefall jump platform probably largest manned balloon history jump beat two kittinger’s record retired u air force colonel held high altitude speed record parachuting kittinger jumped balloon mile earth gave advice baumgartner ascent,ele,Royal Baby,0.0,0
someone asked “what want next” baumgartner said “i want inspire young people i’d like sit place next four year joe kittinger young guy want break record want give advice” said exciting moment standing outside capsule “on top world” added “the beautiful moment standing landing area mike todd man dressed baumgartner suit came smile face like little kid”,ele,Royal Baby,0.0,0
baumgartner said felt like todd’s son said “todd happy alive” earlier todd said “the world need hero right got one felix baumgartner” last jump baumgartner said promised settle girlfriend fly helicopter rescue mission u austria,ele,Royal Baby,0.0,0
one million british worker might employed zerohours contract number come poll employer chartered institute personnel development cipd,ele,Zero Hours,0.0,0
recently uk organization – shop buckingham palace – criticized employing staff without guarantee work pay week employee zerohours contract often get holiday sick pay ask permission looking extra work another company,ele,Zero Hours,0.0,0
cipd found zerohours contract worker describe employed fulltime say typically work hour week onethird voluntary sector employer use contract one four public sector organization,ele,Zero Hours,0.0,0
retail company sport direct employ around staff zerohours contract company using contract include cinema chain cineworld buckingham palace u contract summer worker pub group j wetherspoon staff – workforce – zerohours contract,ele,Zero Hours,0.0,0
vidhya alakeson resolution foundation said “if it’s true around one million people zerohours contract would big part workforce”,ele,Zero Hours,0.0,0
union say employer put pressure staff sign contract way employer avoid responsibility employee reduce staff benefit,ele,Zero Hours,0.0,0
dave prentis trade union unison said “the majority worker contract choice”,ele,Zero Hours,0.0,0
worker zerohours contract often told many hour work weekly monthly rota created available extra work short notice may get holiday pay get sick pay,ele,Zero Hours,0.0,0
charity national trust employ many seasonal worker zerohours contract said give pay benefit worker zerohours contract fulltime staff,ele,Zero Hours,0.0,0
“we believe zerohours contract essential organization weatherdependent” national trust said “it’s important able reorganize staff rota quickly respond weather zerohours contract allow u this”,ele,Zero Hours,0.0,0
politician chuka umunna said “while employee welcome flexibility zerohours contract many zerohours contract leave insecure unsure work come” said,ele,Zero Hours,0.0,0
poll show employer private sector use zerohours contract lower organization voluntary sector public sector,ele,Zero Hours,0.0,0
industry employer likely least one person zerohours contract hotel catering leisure education healthcare,ele,Zero Hours,0.0,0
coal probably rival oil world’s biggest source energy next five year might disaster climate,ele,Coal to challenge oil,0.0,0
one biggest reason behind rise coal use big increase use shale gas u,ele,Coal to challenge oil,0.0,0
new research international energy agency iea show world people using coal except u shale gas popular coal u using le coal coal price across world reduced made coal attractive even europe,ele,Coal to challenge oil,0.0,0
maria van der hoeven executive director iea said amount coal use “continues grow year change made coal catch oil within ten years”,ele,Coal to challenge oil,0.0,0
coal available large amount found region world unlike oil gas cheap extract iea say china india drive world coal use next five year india probably overtake u world’s second biggest consumer china biggest coal importer indonesia biggest coal exporter,ele,Coal to challenge oil,0.0,0
according iea’s mediumterm coal market report world burn bn tonne coal per year compared today,ele,Coal to challenge oil,0.0,0
highest carbon emission coal make climate change lot worse especially burned oldfashioned inefficient power station coal also produce sulphur emission – lead acid rain – mercury sootparticle pollution,ele,Coal to challenge oil,0.0,0
van der hoeven say make coal expensive people prefer use cleaner technology renewable power providing cheaper gas way reduce demand coal happened u big increase production shale gas past five year,ele,Coal to challenge oil,0.0,0
said “the u experience suggests efficient gas market reduce coal use carbon dioxide emission electricity bill europe china region take note”,ele,Coal to challenge oil,0.0,0
something isn’t done soon climate change,ele,Coal to challenge oil,0.0,0
age big british summer music festival including glastonbury ending according top rock manager harvey goldsmith,ele,The age of music,0.0,0
produced worked western world’s biggest music star including rolling stone queen madonna bob dylan luciano pavarotti say biggest problem serious lack major new band follow old one,ele,The age of music,0.0,0
“the age music festival peaked two year ago” said speaking hay festival literature art wale “there many festival enough big band headline big big problem u producing new band headline – like rolling stone muse even arctic monkeys”,ele,The age of music,0.0,0
music festival uk may september said cannot continue lot small combination festival isn’t music also poetry book magic show,ele,The age of music,0.0,0
goldsmith said working robin de levita dutch producer who’s rock musical tommy bring first stage adaptation teen book movie series hunger game new seat theatre wembley london june,ele,The age of music,0.0,0
talking hay goldsmith also revealed secret long career music industry said keith moon put dynamite sydney hotel room toilet unblock said john lennon stage fright madison square garden – vomited push onto stage “it’s bizarre common stage fright among artist it’s odd afraid get soon music start they’re fine” said,ele,The age of music,0.0,0
also gave answer rock ’n’ roll mystery elvis presley never performed outside north america presley’s manager colonel tom parker told goldsmith real reason elvis never performed england parker immigrant,ele,The age of music,0.0,0
“he explained illegal dutch immigrant didn’t want risk leaving us” said goldsmith,ele,The age of music,0.0,0
ultimate rock ’n’ roll performer “freddie mercury powerful stage performer best live performer we’ve ever had”,ele,The age of music,0.0,0
group follow queen said “we’re producing new generation kind band coldplay probably last one ten year ago,ele,The age of music,0.0,0
“so big band headline big show glastonbury can’t find big band time big music festival really ending”,ele,The age of music,0.0,0
menu scandal japan’s top hotel department store damaging international reputation japanese food,ele,Japan menu,0.0,0
one luxury hotel group admitted lied ingredient menu since similar story restaurant run famous hotel department store japan,ele,Japan menu,0.0,0
story began hankyuhanshin hotel group admitted gave false description menu item restaurant october,ele,Japan menu,0.0,0
example red salmon caviar customer ordered fact egg flying fish,ele,Japan menu,0.0,0
hotel group’s president hiroshi desaki went television announce pay cut executive make customer le angry,ele,Japan menu,0.0,0
day later desaki resigned – said hotel group betrayed customer,ele,Japan menu,0.0,0
far company refunded million yen consumer total refund million yen,ele,Japan menu,0.0,0
customer believed ate expensive kuruma shrimp told fact ate much cheaper black tiger shrimp,ele,Japan menu,0.0,0
scandal started customer complained blogpost scallop dish ordered prince hotel tokyo contained similar cheaper type shellfish,ele,Japan menu,0.0,0
hotel investigated complaint result corrected menu item dozen restaurant report scared hankyuhanshin hotelier admitting lied customer believed paying high price top ingredient,ele,Japan menu,0.0,0
hotel okura group – barack obama stayed – said also injected beef fat make juicier incorrectly described tomato organic “we apologize lying clients” said,ele,Japan menu,0.0,0
list fraudulent ingredient get bigger orange juice carton sold freshly squeezed mont blanc dessert korean chestnut instead french one menu shopbought chocolate cream menu said homemade imported beef sold expensive wagyu beef,ele,Japan menu,0.0,0
menu scandal come wrong time japan trying persuade south korea country start buy japanese food fukushima nuclear accident,ele,Japan menu,0.0,0
food industry expert said global financial crisis forced luxury hotel save money,ele,Japan menu,0.0,0
“menu description created sound good customer hotel couldn’t get ingredient menu used food different places” hiroshi tomozawa hotel restaurant consultant told kyodo news,ele,Japan menu,0.0,0
team leicester university told world body found local car park body king richard iii cheer richard buckley leader team archaeologist finally said certain found body king,ele,Richard III,0.0,0
evidence strong scientist dna test people created computerimaging technology look bone extraordinary detail genealogist found distant descendant matching dna academic read old text looking account king’s death burial gave finding,ele,Richard III,0.0,0
work started designing new tomb leicester cathedral yard excavation site ceremony lay new grave probably next year leicester’s museums’ service working plan new visitor centre old school building next site,ele,Richard III,0.0,0
richard died battle bosworth august last english king die battle researcher revealed died first time one picture showed bottom skull cut one terrible hit probably razorsharp iron axe axe probably went several centimetre brain expert say would unconscious dead soon,ele,Richard III,0.0,0
injury confirms story died middle battle without horse shakespeare’s play cry “a horse horse kingdom horse” another hit sword also went bone brain would also killed many injury death suggests king’s naked body mutilated brought back leicester,ele,Richard III,0.0,0
one terrible injury certainly death could happened lower body protected armour suggests story naked corpse brought back horse mutilated true bob savage medieval weapon expert said probably war weapon probably sort sharp knife workman normally carried,ele,Richard III,0.0,0
michael ibsen identified descendant richard’s sister shocked heard confirmation sunday “my head still clear now” said “many many hundred people died field day king one dead lived violent time death would pretty quick”,ele,Richard III,0.0,0
mathew morris first found body first hour first day excavation first believe king digging car park place local historian richard iii society said probably site lost church grey friar priest grey friar brave – took body king buried church,ele,Richard III,0.0,0
ten day later september excavation proved morris found right place returned lin foxhall head archaeology department excavate body “we usual way lifting arm leg skull first lifted torso – finally saw twisted spine thought word think we’ve found him”,ele,Richard III,0.0,0
philippa langley richard iii society richard true king last king north worthy brave leader victim shakespeare’s negative propaganda many people still believe killed little prince tower child edward v brother richard kept prisoner tower london richard iii became king never seen alive bone found tower century later certain princes’ may need dna detective work,ele,Richard III,0.0,0
male bos paid bonus double size bonus given female colleague job mean men get bonus £ woman working life,ele,Bonus pay,0.0,0
number released chartered management institute cmi show men uk management job earned average bonus £ – compared £ woman,ele,Bonus pay,0.0,0
female director received bonus £ past month compared £ received male director,ele,Bonus pay,0.0,0
number show pay british business still equal campaigner believe must something improve equality work,ele,Bonus pay,0.0,0
ann francke cmi’s chief executive said flexibility le masculine culture good work people important much time spend office,ele,Bonus pay,0.0,0
also transparency around performance bonus,ele,Bonus pay,0.0,0
“if solve issue improve performance organization well people work” said “what waiting for”,ele,Bonus pay,0.0,0
number may affected woman job le culture bonus payment difference size bonus make britain’s pay gap worse government say pay gap closing fulltime male employee still earn woman,ele,Bonus pay,0.0,0
maria miller minister woman equality said cmi number another example world work show woman still earn le men job,ele,Bonus pay,0.0,0
“changes workplace happening it’s good pay gap closing – still see full equality workplace,ele,Bonus pay,0.0,0
“the government trying help company joined think act report scheme encourages company improve way recruit promote pay woman,ele,Bonus pay,0.0,0
“we’ve also looked cause pay gap juggle work family”,ele,Bonus pay,0.0,0
large company tesco bt unilever international law firm eversheds company signed think act report scheme attracted company nearly two year,ele,Bonus pay,0.0,0
cmi’s number also showed pay gap closing difference average salary earned male female bos appeared smaller,ele,Bonus pay,0.0,0
two mother south africa found raising ’s daughter someone switched birth mistake hospital,ele,Switched Babies,0.0,0
one woman want get biological child back refuse hand back girl raised daughter,ele,Switched Babies,0.0,0
henk strydom lawyer one mother said switch tragedy probably happy ending,ele,Switched Babies,0.0,0
mother gave birth tambo memorial hospital boksburg east johannesburg day,ele,Switched Babies,0.0,0
one mother unemployed wanted expartner pay maintenance daughter man said father strydom say “a dna test done found baby baby devastated didn’t know do”,ele,Switched Babies,0.0,0
met mother go joint counselling session organized hospital mother met biological daughter,ele,Switched Babies,0.0,0
strydom said mother “you see it’s easy care child child someone else”,ele,Switched Babies,0.0,0
woman became unhappy asked children’s court give custody biological child mother refused,ele,Switched Babies,0.0,0
“it’s tragedy want baby back it’s four year later understand mother doesn’t want give baby ” strydom said,ele,Switched Babies,0.0,0
high court pretoria asked university pretoria’s centre child law ﬁnd best child,ele,Switched Babies,0.0,0
strydom added “whatever happens someone won’t happy ”,ele,Switched Babies,0.0,0
karabo ngidi lawyer centre said “we must best child biology important important thing”,ele,Switched Babies,0.0,0
ﬁrst time baby switched mistake south africa two mother paid damage son born switched mistake johannesburg hospital born,ele,Switched Babies,0.0,0
wale become first country uk assume people agree donate organ haven’t opted,ele,Organs,0.0,0
welsh assembly voted accept optout scheme allow hospital assume people die want donate registered objection,ele,Organs,0.0,0
“this big day wale importantly people wale waiting organ transplant” said welsh health minister mark drakeford,ele,Organs,0.0,0
“i proud wale first nation uk take step shown ready take action increase organ donation give hope people wait every week transplant,ele,Organs,0.0,0
“when family member know organ donation dead person wanted usually agree donation new law make clearer people’s wish organ donation increase number donations”,ele,Organs,0.0,0
issue controversial government say protect dead person’s family’s wish relative “clear right objection” give chance show relative want organ donor,ele,Organs,0.0,0
wale acted “not enough organ people need them” said drakeford “about one person every week dy wale waiting list,ele,Organs,0.0,0
“about third people live wale organ donor register twothirds people say happy organ donor third people don’t find time put name register”,ele,Organs,0.0,0
new law would apply anybody lived wale least year death donated organ would go people need transplant wale anybody uk,ele,Organs,0.0,0
doctor delighted scheme big effort made recent year increase number carry organ donation card lot success hospital also become better organizing transplant – example important discussion relative one know wish dead person increase number organ still enough,ele,Organs,0.0,0
religious group strongly oppose scheme member muslim council wale south wale jewish representative council happy archbishop wale barry morgan said “donation ought gift love generosity organ taken unless someone explicitly registered objection that’s expression love it’s medical use body”,ele,Organs,0.0,0
angry waiter asking people support battle keep tip protester plan target pizzaexpress restaurant try get restaurant chain stop taking percentage tip staff paid credit debit card protester also started online petition – hope people go restaurant support,ele,Pizza chain,0.0,0
employee angry pizzaexpress keep admin fee p every £ paid tip given card chain restaurant uk earns around £ million year practice according union unite,ele,Pizza chain,0.0,0
“we believe fee unfair chain value staff pay total tip customers” said chantal chegrinec unite “we starting pizzaexpress company target company this”,ele,Pizza chain,0.0,0
first protest take place pizzaexpress restaurant british museum london unite survey pizzaexpress staff chinese company bought chain lot staff complained deduction tip that’s unite began campaign,ele,Pizza chain,0.0,0
one angry pizzaexpress employee want give name said admin fee cost £ night “i worked pizzaexpress years” said letter unite “after time i’m still paid national minimum wage £ hour see colleague need customer tip increase low wage work hard good job pizzaexpress think take percentage tip get upset”,ele,Pizza chain,0.0,0
restaurant chain ask zizzi also deduct tip paid card chain deduct even café rouge bella italia belgo deduct strada giraffe,ele,Pizza chain,0.0,0
spokesperson pizzaexpress said money take tip pay system use share tip among staff “staff use system decide share tip made card” said,ele,Pizza chain,0.0,0
chain sell million pizza year uk restaurant say make profit admin fee restaurant group deduct admin fee tip wagamama pizza hut tgi friday take nothing frankie benny’s chiquitos garfunkels used take stopped year ago,ele,Pizza chain,0.0,0
unite recently targeted ten pizzaexpress restaurant south london distributed leaflet customer – customer “shocked disgusted ” practice pizzaexpress say mention admin fee bottom menu employee wrote unite said customer always surprised admin fee customer paid tip cash almost people signed unite’s online petition,ele,Pizza chain,0.0,0
one waiter said least third money tip doesn’t work pizzaexpress worked year another restaurant chain “i work busy london restaurant usually serve people every night earn £ £ tips” say “that seems like lot money important basic pay £ hour”,ele,Pizza chain,0.0,0
critic usually analyse novel wellknown british author david mitchell detail worried critic time completed latest book one tuesday morning car arrived take airport catch flight norway one see novel,ele,David Mitchell,0.0,0
mitchell second author part future library project project planted tree oslo’s nordmarka forest first author margaret atwood gave manuscript text called scribbler moon project year next hundred year author write novel people read tree cut make paper make book,ele,David Mitchell,0.0,0
author travel place forest high oslo give manuscript project short ceremony,ele,David Mitchell,0.0,0
“it’s little bit hope time lot depressing news show chance civilization hundred years” said mitchell “everything telling u we’re doomed future library brings hope stronger think tree book reader civilization”,ele,David Mitchell,0.0,0
mitchell said writing book made feel free “because won’t around know people think it’s good bad margaret atwood next year i’m sure another brilliant writer book better good would look fool opened book wasn’t good”,ele,David Mitchell,0.0,0
mitchell say usually “polishes polishes” writing “i polish much different – wrote till final minute first twothirds polished final third didn’t time felt free”,ele,David Mitchell,0.0,0
creator future library asked writer write “the theme imagination time” mitchell revealed name manuscript flow call time ceremony norwegian wood next tree planted title come piece music japanese composer toru takemitsu mitchell told u book “longer thought would be” said nothing,ele,David Mitchell,0.0,0
forest mitchell read short story poem small section forest carefully managed next year becomes future library’s manuscript,ele,David Mitchell,0.0,0
“how vain think writing interest future generation opposite vain work hard manuscript nobody ever congratulate say good job loved bit ” mitchell wrote,ele,David Mitchell,0.0,0
seal manuscript put next atwood’s manuscript room oslo’s new public library open manuscript say author “gone like coin i’ve dropped river”,ele,David Mitchell,0.0,0
year grey blob classroom map solar system july saw pluto high resolution first time image show dramatic mountain made solid water ice big alp rockies,ele,First high resolution images,0.0,0
extraordinary image former ninth planet large moon charon sent four billion mile back earth new horizon spacecraft,ele,First high resolution images,0.0,0
alan stern mission’s principal investigator said “new horizon returning amazing result data look absolutely gorgeous pluto charon mindblowing”,ele,First high resolution images,0.0,0
john spencer mission scientist said one biggest surprise discovery “there mountain kuiper belt” kuiper belt solar system’s mysterious “third zone” pluto smaller icy object said mountain around metre high several hundred mile across,ele,First high resolution images,0.0,0
pluto used ninth planet since dwarf planet nasa press conference began spectacular image sun eight official planet,ele,First high resolution images,0.0,0
stern said image new horizon beginning would learn planet soon scientist believe mountain pluto made water ice thin cover methane nitrogen,ele,First high resolution images,0.0,0
“water ice strong enough hold big mountains” image first show ice mountain except found moon giant planet,ele,First high resolution images,0.0,0
image detailed spacecraft flew london would able see runway heathrow airport,ele,First high resolution images,0.0,0
five billion kilometre pluto mean take new horizon hour send back picture take month send back data team also said heartshaped area pluto called tombaugh regio clyde tombaugh discovered dwarf planet,ele,First high resolution images,0.0,0
image charon show area cliff km long image also show dramatic canyon km deep,ele,First high resolution images,0.0,0
cathy olkin mission scientist said “charon blew sock saw new image team excited”,ele,First high resolution images,0.0,0
pluto two third rock surrounded lot ice temperature minus c,ele,First high resolution images,0.0,0
£m spacecraft continuing journey kuiper belt scientist hope help u see understand ancient solar system origin planet may even help explain earth made,ele,First high resolution images,0.0,0
andrew coates head planetary science mullard space science laboratory said “it’s really thrilling time solar system exploration”,ele,First high resolution images,0.0,0
nasa say spacecraft able keep recording sending image mid plutonium power source run drift outwards towards edge solar system deep space beyond”,ele,First high resolution images,0.0,0
car maximum speed mile per hour two seat pedal steering wheel sound interesting google u shocked car taxi industry unveiled latest version driverless car,ele,Google car,0.0,0
google begun testing electric car headquarters mountain view california car normal car control foot pedal instead smartphone app call tell destination stop button two seat case passenger need override computer,ele,Google car,0.0,0
company building prototype twoyear test company’s cofounder sergey brin said vehicle still prototype say want change world people find easy travel around,ele,Google car,0.0,0
