text,cat,topic,cluster,level
hannah yearold lawyer made nearly visit mystery dining company spare time without receiving pay travel expense enjoyed £ meal michelin starred restaurant overnight stay expensive hotel,ele,Mystery Shopper,2.0,0
hard work hannah say spends two four hour visit writing detailed report everything quality food specific conversation staff always need able name describe staff memorize detail eating meal cannot openly write anything,ele,Mystery Shopper,2.0,0
google made map world’s highest mountain ocean floor amazon rainforest even shown u bit north korea want make map whole world mostly stayed away arctic,ele,Arctic mapping,2.0,0
however google starting important update hundred year polar map making – hope map help give better understanding life permafrost million web user small google team flown iqaluit largest town canadian territory nunavut taken warmest winter clothes many laptop computer kg telescopic camera fix backpack,ele,Arctic mapping,2.0,0
team spent four day collecting image information give isolated community baffin island something people across world live city take granted inuit mapping expert helped google team curious local followed around,ele,Arctic mapping,2.0,0
town people go display via google’s popular street view application july,ele,Arctic mapping,2.0,0
google made map part world used special camera car roof iqaluit possible google’s map maker walked town’s snowy road trail road made ice disappear short summer month,ele,Arctic mapping,2.0,0
team also walked along part km road known road nowhere despite warning meeting polar bear,ele,Arctic mapping,2.0,0
online map google already created using satellite image mostly correct one road missing built last year,ele,Arctic mapping,2.0,0
one difficulty place map many business home mail sent local post office delivered address putting po box address map would mean new map would show company bank school place around canada post building centre town,ele,Arctic mapping,2.0,0
inuit elder business people highschool pupil helped google correct problem given laptop computer told make sure home shop meeting place would show correctly map,ele,Arctic mapping,2.0,0
project novelty arif sayani town’s director planning said people thinking visiting moving area would able use map see area may also help planning decision iqaluit happen quickly,ele,Arctic mapping,2.0,0
project leader google said hoped see work continue northern town moving people equipment around vast arctic territory expensive future google might send equipment area ask volunteer complete map,ele,Arctic mapping,2.0,0
addis ababa airport visitor see picture golden grain tiny red seed group men around giant pancake word say “teff best glutenfree crop”,ele,Teff,2.0,0
ethiopia one world’s poorest country well known difficult food situation also home teff highly nutritious grain buy healthfood shop supermarket europe america,ele,Teff,2.0,0
teff’s tiny seed – size poppy seed – high calcium iron protein also amino acid use glutenfree grain instead wheat flour anything bread pasta waffle pizza base,ele,Teff,2.0,0
ethiopia teff national obsession grown million farmer – field crop cover farmland make flour use make injera flatbread basic ethiopian cooking grain also important many religious cultural ceremony across country people meet around large piece injera use scoop stew feed one another sign loyalty friendship – tradition known gursha,ele,Teff,2.0,0
teff called ethiopia’s “second gift world” coffee,ele,Teff,2.0,0
ethiopia’s growing middle class want teff increased price teff expensive poorest people today small farmer sell grow people ethiopian city,ele,Teff,2.0,0
teff nutritionally valuable grain country urban area people eat kg teff year rural area eat kg type teff people eat different rich eat expensive magna white teff poorer people usually eat lessvaluable red mixed teff also mix cheaper cereal sorghum maize,ele,Teff,2.0,0
ethiopian government want double teff production say grain could play important role school meal emergency aid programme help reduce malnutrition – particularly among child,ele,Teff,2.0,0
ethiopia around child five malnourished,ele,Teff,2.0,0
government allow export raw teff grain injera processed product could change goal produce enough teff ethiopia export,ele,Teff,2.0,0
mama fresh family company sell injera top restaurant hotel ethiopian capital also export flatbread finland germany sweden u mostly ethiopian live company want double export america soon start producing teffbased pizza bread cooky,ele,Teff,2.0,0
regassa feyissa ethiopian agricultural scientist say without careful planning growing teff export may mean farmer grow important crop,ele,Teff,2.0,0
much ethiopian teff international market farmer u started planting crop farmer europe israel australia also experimented growing,ele,Teff,2.0,0
subway system billion inhabitant bacteria swiss cheese kimchi plague human skin first time scientist started study bacteria city’s subway – found many interesting result,ele,Scientist,2.0,0
dr christopher mason scientist weill cornell medical college led team tested new york city subway system month team found meningitis time square trace anthrax train carriage bacteria cause plague rubbish bin ticket machine station uptown manhattan,ele,Scientist,2.0,0
team said finding plague anthrax serious said small trace anthrax rat probably carried plague one become ill plague new york year,ele,Scientist,2.0,0
“the result show people new york risk” study say fact bacteria team found harmless human,ele,Scientist,2.0,0
result surprise showed people “should wash hands” mason said also said found many bacteria helpful like bacteria used making cheese,ele,Scientist,2.0,0
around subway bacteria cheese – brie cheddar parmesan mozzarella found new york pizza bacteria swiss cheese found midtown manhattan financial district bacteria used make kimchi sauerkraut showed financial district bay ridge,ele,Scientist,2.0,0
bacteria cause illness infection common bacteria cause diarrhoea nausea well ecoli bacteria cause skin infection urinarytract infection common city scientist found bacteria cause tetanus soho bacteria cause dysentery station bronx harlem,ele,Scientist,2.0,0
mason team collected sample new york’s open subway station found different specie nearly half bacteria,ele,Scientist,2.0,0
good news said bacteria spreading sickness disease new york subway city safe everyone thought,ele,Scientist,2.0,0
“in fact” mason added “i’ve become much confident riding subway”,ele,Scientist,2.0,0
many finding made sense station like grand central time square people bacteria bronx diverse neighbourhood station greatest diversity bacteria staten island three stop lowest diversity bacteria,ele,Scientist,2.0,0
researcher found sea fish bacteria south ferry station flooded hurricane sandy,ele,Scientist,2.0,0
next step mason said study city begun paris são paolo shanghai also want study new york said hoped research would help health official prevent track disease,ele,Scientist,2.0,0
dr ben brabon edgehill university teach mooc – massive open online course course one two accredited moocs uk moment brabon say many student enrol moocs free enjoy communicating student moocs entry test fee mooc student behave differently student normal higher education course,ele,Are MOOCs the future,2.0,0
moocs newest idea try make higher education available everyone company investing lot money new website offer sophisticated interactive course ten thousand student investor hope find business model moocs make profitable could earn money finding million student enrol interact material submit assignment message stop course,ele,Are MOOCs the future,2.0,0
nobody say exactly moocs university want attract feepaying international student onto postgraduate course showing best programme online student developing country really want access firstworld university employee wish develop professional knowledge people without qualification want use moocs bridge higher education hobby learner want learn subject find interesting,ele,Are MOOCs the future,2.0,0
moocs may popular beginning people complete say dr brabon literature course enrolment people completed course “and almost first degree educated degree level” say “so seems moocs make higher education available people couldn’t go higher education before”,ele,Are MOOCs the future,2.0,0
“learning online different thing need quite advanced learning skills” say david kernohan expert digital technology “with moocs there’s little support student get individual attention” student get support student online discussion may mean online study unattractive difficult someone without highlevel qualification suggests moocs could “a really good tool continuing education” added,ele,Are MOOCs the future,2.0,0
number parttime student reduced cost studying university increase could open free course provide new path university education could teach whole degree via moocs “i don’t think that’s moocs work” say brabon instead suggests “blended learning combine campus experience mooc also perhaps using moocs create global degree student taking course across world might possible”,ele,Are MOOCs the future,2.0,0
that’s future present course content assessment standard moocs quality assurance employer impressed accreditation essential moocs academic employer believe good quality say brabon,ele,Are MOOCs the future,2.0,0
people hope moocs bring best firstworld teaching student le developed country others believe university could use moocs advertise campus course bigger number feepaying student outside eu,ele,Are MOOCs the future,2.0,0
mike sharples chair educational technology doesn’t agree moocs mainly way publicize share universities’ best teacher also encourage interaction feedback student around world say belief attracting international student onto university course main aim moocs could certainly clever marketing idea say “if people enrol mooc – well need enrol afterwards master’s course”,ele,Are MOOCs the future,2.0,0
“in south america china country africa many people want learn world’s best course online” add sharples “if people fascinated learning real challenge allow country study moocs also create ”,ele,Are MOOCs the future,2.0,0
vicepresident google warned digitized material blog tweet picture video official document email could lost forever program need view longer exist first step digital world could lost future historian vint cerf told american association advancement science’s annual meeting said might become “forgotten generation even forgotten century” “bit rot” old computer file become useless junk,ele,Google boss,2.0,0
cerf said develop digital method preserve old software hardware read old file “so much information daily life digital form like interaction email people’s tweet world wide web it’s clear could lose lot history” said “if want keep need make sure people still see digital object create today future” added,ele,Google boss,2.0,0
’bit rot’ vint cerf right worried warning highlight irony modern technology digitize music photo letter document survive century program hardware people need read file don’t survive,ele,Google boss,2.0,0
“we throwing data information black hole digitize thing think preserve don’t understand don’t something digital version may better thing digitized fact may worse” cerf say “if photo really care print out”,ele,Google boss,2.0,0
ancient civilization problem people wrote history need eye read study today’s culture future historian read pdfs word document hundred file type using special software sometimes hardware,ele,Google boss,2.0,0
problem already normal save document floppy disk buy computer game cassette even disk cassette good condition find equipment view museum,ele,Google boss,2.0,0
cerf warns also lose important political historical document bit rot american historian doris kearns goodwin wrote book abraham lincoln went library around u found paper letter people involved “in today’s world letter would email almost impossible find one hundred year now” said cerf,ele,Google boss,2.0,0
admits historian try preserve important material say people often don’t understand importance document hundred year later historian learned archimedes thought infinity bc found writing hidden word thirteenthcentury book “we’ve surprised we’ve learned object preserved accident” said,ele,Google boss,2.0,0
researcher pittsburgh trying find solution bit rot creating computer read old file,ele,Google boss,2.0,0
inventing new technology help part solution could even difficult get legal permission copy store software dy “to properly might need think thing like copyright we’re talking preserving document hundred thousand years” said cerf,ele,Google boss,2.0,0
business idea produce cheap light get free power gravity could end use dangerous kerosene lamp africa india,ele,Crowdfunding,2.0,0
british designer patrick hunt tried get money bank venture capitalist help start business hit problem “we tried get funding it’s slow difficult nobody want take risk” said,ele,Crowdfunding,2.0,0
tried crowdfunding u website indiegogo recently opened uk within five day made £ campaign popular within day made £ public,ele,Crowdfunding,2.0,0
kg bag rock attached light lifted height two metre slowly fall ground make enough power half hour light,ele,Crowdfunding,2.0,0
hunt one new group entrepreneur trying get money fastgrowing crowdfunding industry start business another new crowdfunding site investingzone match wealthy people entrepreneur,ele,Crowdfunding,2.0,0
indiegogo user offer “perks” different level investment – example people helped fund hunt’s light could feel good helping someone le rich also got one light present,ele,Crowdfunding,2.0,0
danae ringelmann started indiegogo “gravity light” perfect example crowdfunding work test entrepreneur’s idea european service say popular britain international activity increased since december,ele,Crowdfunding,2.0,0
crowdfunding site kickstarter seedrs funding circle indiegogo crowdfunding site anyone start campaign project crazy indiegogo,ele,Crowdfunding,2.0,0
site charge fee successful campaign entrepreneur find amount money wanted find either pay back money keep money pay fee,ele,Crowdfunding,2.0,0
british woman made £ open “cat café” london site called lady dinah’s cat emporium open yet somewhere people “come cold comfortable chair hot cup tea book cat”,ele,Crowdfunding,2.0,0
wall street background experience helping business service find money ringelmann good advice entrepreneur,ele,Crowdfunding,2.0,0
“ideas dime dozen important make idea happen afraid someone steal idea person make idea happen better faster right person make idea happen it’s confidence move fast learn” say,ele,Crowdfunding,2.0,0
crowdfunding alternative bank grown moment bigbucks investor lot money interested could start change uk people start using investingzone,ele,Crowdfunding,2.0,0
scientist connected brain two rat allowed share information researcher say important step towards creating world’s first “organic computer”,ele,Rats,2.0,0
u team put electronic brain device two rat device let animal work together simple task earn reward drink water one important demonstration technology scientist used internet connect brain two rat thousand mile away one north carolina usa natal brazil,ele,Rats,2.0,0
head research team miguel nicolelis made device allow paralyzed people control computer robotic arm thought researcher say latest work could make possible connect many brain share information “these experiment showed created direct communication connection brains” nicolelis said “we creating organic computer”,ele,Rats,2.0,0
scientist shown rat share information respond information scientist electrically connecting rats’ brain,ele,Rats,2.0,0
trained rat press lever saw light task correctly got water,ele,Rats,2.0,0
test animals’ ability share brain information put rat two separate compartment one compartment light lever rat pressed lever electronic version brain activity sent directly rat’s brain test second rat responded correctly first rat’s brain signal pressed lever time,ele,Rats,2.0,0
incredibly communication rat twoway rat received information failed task first rat get reward drink seemed change behaviour make task easier partner experiment rat worked together task tell difference narrow wide opening using whisker,ele,Rats,2.0,0
final test scientist connected rat different continent used internet send brain activity “the animal different continent could still communicate” said miguel paisvieira first author study “this tell u could create network animal brain animal many different locations”,ele,Rats,2.0,0
nicolelis said team trying find way linking many animals’ brain solve difficult task “we know might happen animal begin interacting part brainnet” said “in theory could imagine combination brain could find solution individual brain cannot find alone” anders sandberg oxford university said work “very important” helping understand brain process information possible future u technology much wider said sandberg “the main reason human control planet good communicating coordinating without although clever animal would control planet”,ele,Rats,2.0,0
“i don’t think experiment create smart rats” added “there’s big difference sharing information sen able plan i’m worried clever rat taking control world”,ele,Rats,2.0,0
know little people process thought could sent another person’s brain happen time soon much mind sandberg call “draft” might “and change lot draft anything time think it’s good thought someone else’s head”,ele,Rats,2.0,0
scarlett johansson suing french novelist € say wrote thing personal life true,ele,Scarlett,2.0,0
la premiere chose qu’on regarde first thing look grégoire delacourt story french model look similar american actor book’s main male character think johansson novel model’s beauty mean men see sex object woman jealous many adventure johansson end dy car crash,ele,Scarlett,2.0,0
johansson feel flattered best seller lawyer vincent toledano told le figaro delacourt ’s novel illegally used johansson’s name gone court johansson want book translated become film,ele,Scarlett,2.0,0
delacourt said chose mention johansson famous beauty said “i wrote work fiction character scarlett johansson ”,ele,Scarlett,2.0,0
french radio author recently said legal action “sad”,ele,Scarlett,2.0,0
delacourt one france’s bestloved author last novel list desire translated language making film said “speechless” found johansson suing,ele,Scarlett,2.0,0
“i thought would ask go coffee didn’t write novel celebrity” said “i wrote real love story women’s beauty especially interior beauty,ele,Scarlett,2.0,0
“if author longer write thing surround u – brand beer monument actor – it’s going difficult write fiction,ele,Scarlett,2.0,0
“i’m sure she’s read novel hasn’t translated yet”,ele,Scarlett,2.0,0
emmanuelle allibert spokeswoman publisher jc lattès said taking legal action “crazy” “we never known anything like surprising novel even scarlett johansson woman scarlett johansson’s double”,ele,Scarlett,2.0,0
author ’s legal situation would easier published book usa france lloyd jassin new york lawyer said case would probably go court united state,ele,Scarlett,2.0,0
“i thought might send flower book declaration love didn’t understand” delacourt said,ele,Scarlett,2.0,0
roof plastic desk old chair student inside chemin de dune school studying hard want new life france,ele,Calais Migrants,2.0,0
“the french language difficult try hard come every day maybe dream come true” say kamal refugee sudan come three four hour class every day “it’s good thing keep brain active”,ele,Calais Migrants,2.0,0
yearold electrical engineer one many refugee live “jungle” camp outside calais applied asylum france want learn language new home,ele,Calais Migrants,2.0,0
“i want people uk know everyone want go lot people want stay france” kamal said,ele,Calais Migrants,2.0,0
france already quarter million refugee also asylum seeker waiting see stay france,ele,Calais Migrants,2.0,0
wait answer france give money allow work wait take many month jungle camp offer free meal day plastic roof head many people decide live work illegally allowed stay france,ele,Calais Migrants,2.0,0
asylum seeker suggested idea school start summer,ele,Calais Migrants,2.0,0
bored waiting nervous starting new life france totally unable communicate school opened july,ele,Calais Migrants,2.0,0
“we people learn french” said zimarco jones school’s nigerian founder arrived calais still waiting hear allowed stay france “now need build another school” say grin,ele,Calais Migrants,2.0,0
tiny classroom hold pupil five row desk front big green chalkboard picture cartoon animal letter french alphabet also class english art t’ai chi french lesson popular teacher volunteer calais place,ele,Calais Migrants,2.0,0
“french easy english two week ago decided way get uk” say george another refugee student wanted cross channel speaks fluent english language class say happy stay france,ele,Calais Migrants,2.0,0
“anywhere peace stay problem” say already waiting classroom half hour teacher arrive,ele,Calais Migrants,2.0,0
say doesn’t know much france class slowly helping understand country language,ele,Calais Migrants,2.0,0
many volunteer jungle school local teacher giving summer holiday,ele,Calais Migrants,2.0,0
jenny flahaut work children’s home volunteered saw advertisement facebook “i saw people calais every day wanted something them” said,ele,Calais Migrants,2.0,0
“most good people welcoming friendly want improve life make better learning part that” flahaut said prepared afternoon lesson,ele,Calais Migrants,2.0,0
teacher zimarco plan separate classroom around woman child ten time men woman calais camp woman feel uncomfortable going class male student don’t know volunteer say,ele,Calais Migrants,2.0,0
zimarco dream making camp place live survive want start football team migrant dream changing camp name hate “the jungle” say sound like resident aren’t people,ele,Calais Migrants,2.0,0
“we discotheque house mosque school shops” say “we animals”,ele,Calais Migrants,2.0,0
huge fortune made world’s richest billionaire making inequality worse stopping world able reduce poverty say oxfam,ele,Billionaires,2.0,0
oxfam said world could end poverty several time richest billionaire would give away money made,ele,Billionaires,2.0,0
charity said bn made richest billionaire would enough end extreme poverty four time,ele,Billionaires,2.0,0
unusual charity attack wealthy usually seen source money bill gate warren buffett among group u billionaire said give much money aid project little information much money give year,ele,Billionaires,2.0,0
russian middle eastern chinese billionaire give away money charity way u billionaire,ele,Billionaires,2.0,0
report charity asks world leader end income extreme reduce inequality,ele,Billionaires,2.0,0
report said richest people increased income past year,ele,Billionaires,2.0,0
barbara stocking oxfam’s chief executive said “we longer pretend wealth people benefit many people – often opposite true”,ele,Billionaires,2.0,0
report said problem affected part world “in uk inequality returning level seen since nineteenth century china top earn nearly income chinese inequality level similar south africa unequal country earth”,ele,Billionaires,2.0,0
u share national income go top people doubled since report say,ele,Billionaires,2.0,0
richest estimated cause time pollution average u citizen,ele,Billionaires,2.0,0
oxfam said world leader learn country brazil grown quickly reduced inequality time,ele,Billionaires,2.0,0
stocking said world leader agree reduce inequality level seen,ele,Billionaires,2.0,0
said closing tax hold much trillion much third global wealth could collect bn additional tax,ele,Billionaires,2.0,0
people talking lot loneliness moment office national statistic say britain loneliest place europe british people fewer strong friendship european know neighbour le well research university chicago found loneliness twice bad older people’s health obesity also found loneliness cause almost many death poverty,ele,Loneliness,2.0,0
shocking study talk loneliness younger adult mental health foundation survey found loneliness bigger worry young people elderly yearolds survey felt lonely often worried feeling alone felt depressed loneliness people,ele,Loneliness,2.0,0
“we know loneliness problem elderly day centre charity help them” say sam challis mental health charity mind “but young people old youth services” good loneliness cause mental health problem – loneliness cause stress depression paranoia anxiety addiction cause suicide,ele,Loneliness,2.0,0
young people prevent loneliness one researcher say social medium internet good thing problem good thing allow u communicate friend family far away replace facetoface contact “people present ‘perfect’ version online expect social life like life see media” say challis compare ‘perfect’ life friend life make u want stay home alone,ele,Loneliness,2.0,0
study social medium university michigan found using technology help meet new people good thing can’t go internet help,ele,Loneliness,2.0,0
example mumsnet online network parent help feel le alone home young child,ele,Loneliness,2.0,0
helplines also reduce loneliness least short term one four men call emotional support charity samaritan say lonely get connected free helpline young people get help emotional mental health problem caused loneliness,ele,Loneliness,2.0,0
work good idea tell employer you’re feeling talking colleague may seem like waste time help protect u emotional psychological problem caused working hard,ele,Loneliness,2.0,0
according recent research loneliness killing elderly ageing population try reduce isolation late “getting older doesn’t mean getting lonelier” say ruth sutherland chief executive relationship counselling service relate “but important create good quality relationship earlier life”,ele,Loneliness,2.0,0
rare mountain gorilla live virunga national park dr congo country could earn million year tourism hydropower carbon credit said wwf report british company want look oil,ele,Gorillas and oil,2.0,0
look oil unesco world heritage site cross equator congolese government exploration firm soco international hope could lead terrible pollution conflict say wwf,ele,Gorillas and oil,2.0,0
soco say would look oil part park called block v work would affect gorilla,ele,Gorillas and oil,2.0,0
soco chairman rui de sousa said soco know environmental importance virunga national park also said oil company central role today’s global energy supply successful oil project could help whole country,ele,Gorillas and oil,2.0,0
raymond lumbuenamo country director wwf democratic republic congo based kinshassa said security around park would get worse soco started looking oil,ele,Gorillas and oil,2.0,0
“security already bad un involved fighting unit rebel force inside park oil would curse always make conflict worse park might become like niger delta developing virunga oil make anything better”,ele,Gorillas and oil,2.0,0
many people live park – people per square kilometre oil would create many job many people would come looking work lumbuenamo said,ele,Gorillas and oil,2.0,0
one danger another eruption one volcano park could damage oil company building machine lead oil spill lake “virunga’s rich natural resource congolese people foreign oil companies” lumbuenamo said,ele,Gorillas and oil,2.0,0
raymond accepted although gorilla safe park would probably able make million “it would difficult make kind money report talk of”,ele,Gorillas and oil,2.0,0
wwf report say ecosystem park could support fishing ecotourism play important role providing water stopping soil erosion,ele,Gorillas and oil,2.0,0
park africa’s oldest diverse home different kind animal “virunga valuable asset dr congo” report say “plans look oil put virunga’s future danger” say,ele,Gorillas and oil,2.0,0
auction banksy painting disappeared wall north london shop stopped moment going sold,ele,Banksy,2.0,0
slave labour spraypainted artwork show child making flag expected price going sale street art florida,ele,Banksy,2.0,0
frederic thut owner fine art auction miami art house said slave labour second work secretive british street artist removed sale auction want give name seller,ele,Banksy,2.0,0
people haringey london happy led campaign stop sale artwork removed wall poundland shop haringey,ele,Banksy,2.0,0
“i write auction house find happen next really pleased people’s campaign london impact u it’s real victory people” said alan strickland haringey councillor,ele,Banksy,2.0,0
auction house said told owner two banksys remove sale “there legal problem sale artwork banksy faam told seller remove auction”,ele,Banksy,2.0,0
critic said auction house buying selling stolen property thut said seller real owner sale legal,ele,Banksy,2.0,0
added gallery received many email phone call uk said thought right sell two piece artwork would keep safe,ele,Banksy,2.0,0
second banksy going auctioned artwork called wet dog removed bethlehem wall estimated price,ele,Banksy,2.0,0
poundland said idea removed ft x ft mural side shop,ele,Banksy,2.0,0
banksy commented sale slave labour condemned people tried sell artwork past,ele,Banksy,2.0,0
stephan keszler dealer auction new york also planned sell banky’s painting belief selling banksy’s work without permission fair,ele,Banksy,2.0,0
“he something people’s wall house without asking owner property whatever want it” keszler said,ele,Banksy,2.0,0
anitta music star brazil million fan centre debate skin colour,ele,Anita,2.0,0
people saying anitta give black skin success mostly white middleclass market,ele,Anita,2.0,0
debate started photograph show anitta’s skin got much lighter since signed music deal warner,ele,Anita,2.0,0
first photo famous looked darker second photo – marketing photo became famous – seems lighter difference started discussion whether need light skin success brazil,ele,Anita,2.0,0
